//格式：魔物ID,属性
//近距离物理伤害为1	1
//魔法理伤害为1		2
//远距离物理伤害为1	4
//MVP			8	（有MVP经验的魔物自动获得此项）
//其他伤害为1		16
//无法击退		32	（Class_Boss魔物自动获得此项）
//不会瞬间移动		64
//说明：
//	ID可出现多次，数字将叠加
//	23为原来的&MD_PLANT的魔物
//	8为原来的有MVP经验的魔物
//	32为原来的&MD_BOSS的魔物

1086,8
1802,8
1312,8
1115,8
1150,8
1112,8
1623,8
1159,8
1492,8
1418,8
1059,8
1147,8
1630,8
1885,8
1252,8
1046,8
1087,8
1583,8
1190,8
1251,8
1688,8
1272,8
1038,8
2068,8
1502,8
1511,8
1039,8
1157,8
1389,8
1373,8
1685,8
1980,8
1658,8
1399,8
1719,8
1785,8
1768,8
1871,8
1734,8
1779,8
1751,8
1832,8
1708,8
1648,8
1651,8
1647,8
1650,8
1649,8
2022,8
1646,8
1874,8
1917,8
1078,23
1079,23
1080,23
1081,23
1082,23
1083,23
1084,23
1085,23
1182,23
1247,23
1395,23
1396,23
1397,23
1398,23
1690,23
1750,23
1792,23
1798,23
1812,23
1815,23
1816,23
1840,23
1877,23
1878,23
1906,23
1909,23
1910,23
1911,23
1912,23
1913,23
1914,23
1915,23
1932,23
1934,23
1935,23
1936,23
1951,23
1952,23
1953,23
1954,23
1324,32
1325,32
1326,32
1327,32
1328,32
1329,32
1330,32
1331,32
1332,32
1333,32
1334,32
1335,32
1336,32
1337,32
1338,32
1339,32
1340,32
1341,32
1342,32
1343,32
1344,32
1345,32
1346,32
1347,32
1348,32
1349,32
1350,32
1351,32
1352,32
1353,32
1354,32
1355,32
1356,32
1357,32
1358,32
1359,32
1360,32
1361,32
1362,32
1363,32
1938,32
1939,32
1940,32
1941,32
1942,32
1943,32
1944,32
1945,32
1946,32
1288,32
1906,32
1909,32
1910,32
1911,32
1912,32
1913,32
1914,32
1915,32
1905,32
1907,32
1908,32
1285,32
1286,32
1287,32
1899,32
1900,32
//1022,32
//1027,32
1038,32
1039,32
//1043,32
1046,32
1059,32
1086,32
1087,32
1089,32
1090,32
1091,32
1092,32
1093,32
1096,32
1112,32
1115,32
1120,32
//1136,32
//1137,32
1147,32
1150,32
1157,32
1159,32
//1168,32
//1181,32
1190,32
1198,32
1203,32
1204,32
1205,32
1251,32
1252,32
1259,32
1262,32
1272,32
1283,32
1289,32
1295,32
1302,32
1307,32
1312,32
1320,32
1373,32
1388,32
1389,32
1395,32
1396,32
1397,32
1398,32
1399,32
1418,32
1447,32
1449,32
1456,32
1485,32
1486,32
1487,32
1492,32
1502,32
1511,32
1529,32
1530,32
1542,32
1568,32
1576,32
1582,32
1583,32
1591,32
1592,32
1593,32
1605,32
1609,32
1610,32
1611,32
1612,32
1623,32
1626,32
1630,32
1640,32
1641,32
1642,32
1643,32
1644,32
1645,32
1646,32
1647,32
1648,32
1649,32
1650,32
1651,32
1658,32
1674,32
1681,32
1685,32
1688,32
1689,32
1700,32
1701,32
1702,32
1703,32
1704,32
1705,32
1706,32
1707,32
1708,32
1709,32
1710,32
1711,32
1712,32
1719,32
1720,32
1731,32
1732,32
1733,32
1734,32
1751,32
1754,32
1755,32
1756,32
1763,32
1764,32
1765,32
1766,32
1767,32
1768,32
1779,32
1783,32
1785,32
1791,32
1795,32
1799,32
1800,32
1801,32
1802,32
1803,32
1804,32
1805,32
1806,32
1807,32
1808,32
1809,32
1810,32
1813,32
1814,32
1817,32
1829,32
1830,32
1831,32
1832,32
1833,32
1834,32
1835,32
1839,32
1840,32
1845,32
1846,32
1847,32
1848,32
1849,32
1850,32
1852,32
1853,32
1870,32
1871,32
1872,32
1873,32
1874,32
1876,32
1877,32
1879,32
1885,32
1889,32
1891,32
1894,32
1897,32
1902,32
1903,32
1904,32
1916,32
1917,32
1918,32
1919,32
1920,32
1921,32
1922,32
1923,32
1924,32
1925,32
1929,32
1930,32
1931,32
1932,32
1933,32
1934,32
1935,32
1936,32
1947,32
1949,32
1950,32
1951,32
1952,32
1953,32
1954,32
1956,32
1957,32
1958,32
1959,32
1960,32
1961,32
1964,32
1965,32
1966,32
1967,32
1968,32
1969,32
1970,32
1971,32
1972,32
1973,32
1974,32
1975,32
1976,32
1977,32
1978,32
1979,32
1980,32
1990,32
1991,32
1996,32
1997,32
1998,32
//2002,32
//2005,32
//2006,32
//2007,32
2010,32
//2011,32
//2012,32
2022,32
//2025,32
2027,32
//2028,32
//2029,32
//2030,32
//2031,32
//2032,32
//2033,32
//2034,32
//2035,32
//2036,32
//2037,32
//2038,32
//2039,32
//2040,32
//2041,32
2042,32
2043,32
2044,32
2045,32
2046,32
//2048,32
//2050,32
//2051,32
//2052,32
//2053,32
//2054,32
//2055,32
//2056,32
//2058,32
//2059,32
//2060,32
//2061,32
//2062,32
//2063,32
//2064,32
//2065,32
//2066,32
//2067,32
2068,32
//2075,32
//2076,32
//2077,32
//2078,32
//2079,32
//2080,32
2082,32
2087,32
2093,32
2094,32
2095,32
2096,32
2097,32
2098,32
2099,32
2100,32
2101,32
2102,32
2103,32
2104,32
2105,32
2106,32
2107,32
2108,32
2109,32
2110,32
2111,32
2112,32
2113,32
2131,32
2138,32
2139,32
2140,32
2141,32
2142,32
2143,32
2144,32
2145,32
2146,32
2156,32
2157,32
2165,32
2170,32
2171,32
2172,32
2173,32
2174,32
2175,32
2176,32
2177,32
2178,32
2179,32
2186,32
2187,32
2188,32
2189,32
2190,32
2193,32
2194,32
2198,32
2202,32
2206,32
2208,32
2228,32
2229,32
2230,32
2231,32
2232,32
2233,32
2234,32
2235,32
2236,32
2237,32
2238,32
2239,32
2240,32
2241,32
2242,32
2243,32
2244,32
2255,32
2256,32
2280,32
2281,32
2282,32
2283,32
2284,32
2285,32
2286,32
2287,32
2308,32
2317,32
2318,32
2319,32
2320,32
2321,32
2322,32
2327,32
2332,32
2333,32
2473,32
2474,32
2475,32
2476,32
